FECHA,PROMEDIO
2015-08-05,17.9379341582153
2015-08-12,9.40299193968135
2015-08-19,0.687626723048676
2015-08-26,-7.38705570592255
2015-09-02,-13.9276621757277
2015-09-09,-17.7516499718856
2015-09-16,-17.2020375015851
2015-09-23,-9.0672674925946
2015-09-30,7.87393200912104
2015-10-07,24.4699275857032
2015-10-14,26.8151370480599
2015-10-21,16.0827777766977
2015-10-28,2.06346270835972
2015-11-04,-6.78910617897286
2015-11-11,-12.1094494524382
2015-11-18,-18.5707291743196
2015-11-25,-30.9628599023158
2015-12-02,-45.6821630727357
2015-12-09,-54.4785161766134
2015-12-16,-54.9916129853268
2015-12-23,-46.8726865359025
2015-12-30,-30.8174954275411
2016-01-06,-7.78292964998636
2016-01-13,19.5936432629564
2016-01-20,42.831035661574
2016-01-27,56.6442195812473
2016-02-03,62.0711303007361
2016-02-12,61.3029957981694
2016-02-17,55.8706284189244
2016-02-24,46.2078807837865
2016-03-02,29.9635925113098
2016-03-09,8.50079181523865
2016-03-16,-12.5407561477211
2016-03-23,-27.8591848464793
2016-03-30,-36.8263141639464
2016-04-06,-39.9823855865323
2016-04-13,-38.0419339717602
2016-04-20,-32.4166676616045
2016-04-27,-24.692588369152
2016-05-04,-16.7505334011144
2016-05-11,-10.5890048552934
2016-05-18,-4.32043992404792
2016-05-25,4.74116244544092
2016-06-01,16.3817281106839
2016-06-08,20.0771678489554
2016-06-15,9.78216890674549
2016-06-22,-7.06586619818216
2016-06-29,-21.6780381385201
2016-07-06,-27.3230813329669
2016-07-13,-19.7176192382957
2016-07-20,-1.86119990705198
2016-07-27,19.2277725493122
2016-08-03,36.5536935289702
2016-08-12,46.6987614837935
2016-08-17,51.3213502225282
2016-08-24,53.1949601121746
2016-08-31,54.8016381419725
2016-09-07,57.8106885665475
2016-09-14,64.9346590719529
2016-09-21,75.3233472706295
2016-09-28,71.9236593667285
2016-10-05,36.5219235133013
2016-10-12,-12.4713516946234
2016-10-19,-48.4445173344593
2016-10-26,-68.4186902220151
2016-11-02,-75.646566896106
2016-11-09,-73.3562382003881
2016-11-16,-64.6773721978844
2016-11-23,-52.7150312564579
2016-11-30,-40.5742777439734
2016-12-07,-30.8264307797133
2016-12-14,-23.9078364886341
2016-12-21,-19.2528390526157
2016-12-28,-14.4227478755609
2017-01-04,-6.51061366687637
2017-01-11,5.64295219463658
2017-01-18,16.3510080746801
2017-01-25,19.4719976453999
2017-02-01,12.8726027397461
2017-02-08,0.276959408166215
2017-02-15,-9.80919621643197
2017-02-22,-11.754187685772
2017-03-03,-4.69926906041261
2017-03-08,5.91973521725997
2017-03-15,14.2925663702299
2017-03-22,19.3257569789383
2017-03-29,22.8629995991111
2017-04-05,25.7188594369957
2017-04-12,26.7464026442767
2017-04-19,24.3749449700976
2017-04-26,17.0110529604948
2017-05-03,3.69656009817091
2017-05-10,-13.7077124305307
2017-05-17,-31.6793061862448
2017-05-24,-46.8747996908885
2017-05-31,-57.6876023270841
2017-06-07,-63.0157380521439
2017-06-14,-61.998218908186
2017-06-21,-54.0209277099634
2017-06-28,-39.7851932235896
2017-07-05,-20.33136554133
2017-07-12,3.30020524454926
2017-07-19,29.2775943066173
2017-07-26,52.6025778767852
2017-08-02,68.377156280839
2017-08-09,75.2987135790898
2017-08-16,73.8778654784513
2017-08-23,67.2986670555024
2017-09-06,57.1959900303749
2017-09-13,44.5265267132273
2017-09-20,29.7382734028691
2017-09-27,12.7835904356382
2017-10-04,-5.37768093872707
2017-10-11,-22.4252234184078
2017-10-18,-36.34392888953
2017-10-25,-45.6237778753328
2017-11-01,-50.102544076192
2017-11-08,-49.8939689110487
2017-11-15,-45.6183655104144
2017-11-22,-38.7577203098422
2017-11-29,-30.8226978062064
2017-12-06,-22.665254509979
2017-12-13,-14.9726699350297
2017-12-20,-8.43222359522888
2017-12-27,-3.75323231120986
2018-01-03,-1.73316213065528
2018-01-10,-2.47822491812965
2018-01-17,-2.44807219016084
2018-01-24,3.61978290972677
2018-01-31,13.1222989427389
2018-02-07,21.2917037991348
2018-02-16,23.0820318922916
2018-02-21,13.152250023078
2018-02-28,-11.7667404121533
2018-03-07,-48.7832535203682
2018-03-14,-57.106624020094
2018-03-21,0.78403921709592
2018-03-28,64.5301849925659
2018-04-06,46.4410046403428
2018-04-11,-26.5054946098397
2018-04-18,-68.1305636787436
2018-04-25,-54.9932071966222
2018-05-04,-11.7299016438305
2018-05-09,34.5595244779029
2018-05-16,61.0529198038451
2018-05-23,59.8341621599991
2018-05-30,39.9793560144076
2018-06-06,13.4445827948928
2018-06-13,-10.5481375300034
2018-06-20,-26.3710509594816
2018-06-27,-30.1131401156829
2018-07-04,-21.6215905219311
2018-07-11,-4.21461258840482
2018-07-18,9.96539828295364
2018-07-25,13.1743913454895
2018-08-01,7.96680598732003
2018-08-08,-0.106177960131689
2018-08-15,-7.28767235229266
2018-08-22,-10.0288470499769
2018-08-29,-7.67837213214898
2018-09-05,-1.69119166307369
2018-09-12,5.97552487268741
2018-09-19,13.3238504855308
2018-09-26,18.587613161762
2018-10-03,20.9276607913199
2018-10-10,19.7085051655118
2018-10-17,14.5534374641664
2018-10-24,6.54223253929385
2018-10-31,-2.80224000220121
2018-11-07,-11.6693062805689
2018-11-16,-18.1763413478484
2018-11-21,-21.0173553402786
2018-11-28,-21.1928987309086
2018-12-05,-20.1926327824191
2018-12-12,-18.813242046766
2018-12-19,-15.4570051893495
2018-12-26,-6.32326753208668
2019-01-04,4.5589017613405
2019-01-09,8.82427690470289
2019-01-16,6.88091306542615
