FECHA,PROMEDIO
2022-11-23,2766.00621307951
2022-11-30,2744.62570468555
2022-12-07,2722.61488344317
2022-12-14,2700.32136866484
2022-12-21,2678.09277966301
2022-12-28,2656.26034663117
2023-01-04,2635.08974328676
2023-01-18,2614.83025422822
2023-01-25,2595.73116405402
2023-02-03,2578.0417573626
2023-02-08,2562.01131875242
2023-02-15,2547.87654494144
2023-02-24,2535.78246314754
2023-03-01,2525.69624079507
2023-03-08,2517.54372733018
2023-03-15,2511.250772199
2023-03-22,2506.72413334829
2023-03-29,2503.81516511861
2023-04-05,2502.43997991594
2023-04-12,2502.53565253744
2023-04-21,2504.03925778026
2023-04-26,2506.88787044157
2023-05-03,2511.01856531853
2023-05-10,2516.36841720829
2023-05-17,2522.83406313519
2023-05-24,2530.15038903216
2023-06-02,2538.01184305931
2023-06-07,2546.11287337676
2023-06-14,2554.14792814459
2023-06-23,2561.74277121169
2023-06-28,2568.24842918189
2023-07-05,2572.94724434782
2023-07-14,2575.12155900209
2023-07-19,2574.0537154373
2023-07-26,2569.02605594608
2023-08-02,2559.45849583321
2023-08-09,2545.32124245221
2023-08-16,2526.72207616879
2023-08-23,2503.76877734866
2023-09-01,2476.56912635752
2023-09-08,2445.31949579015
2023-09-13,2410.57062715764
2023-09-20,2372.96185420018
2023-09-27,2333.1861474442
2023-10-04,2292.15102456113
2023-10-13,2250.81764000867
2023-10-20,2210.14714824452
2023-10-25,2171.10070372638
2023-11-01,2134.63946091193
2023-11-08,2101.72457425888
2023-11-15,2073.23690795998
2023-11-24,2049.73616514822
2023-11-29,2031.53143132022
2023-12-06,2018.2504824869
2023-12-13,2009.35076728772
2023-12-20,2004.28973436218
2023-12-27,2002.52483234974
2024-01-03,2003.51350988988
2024-01-10,2006.54839812992
2024-01-17,2010.26285824846
2024-01-24,2013.39567777954
2024-02-02,2015.76661964771
2024-02-07,2017.46569062515
2024-02-16,2018.64983936437
2024-02-21,2019.74378203919
2024-02-28,2021.2391767038
2024-03-08,2023.62768141236
2024-03-13,2027.40095421904
2024-03-20,2032.94940660405
2024-03-27,2040.2584637518
2024-04-03,2049.21230427274
2024-04-10,2059.69510677731
2024-04-17,2071.59104987595
2024-04-24,2084.78431217912
2024-05-01,2099.15907229727
2024-05-08,2114.62912763564
2024-05-17,2131.22675077878
2024-05-22,2149.01383310603
2024-05-29,2168.05226599672
2024-06-05,2188.38001811331
2024-06-14,2209.93936725066
2024-06-19,2232.64866848675
2024-06-26,2256.42627689954
2024-07-03,2281.19054756702
2024-07-10,2306.85983556716
2024-07-17,2333.35249597792
2024-07-26,2360.56635591086
2024-07-31,2388.31713061186
2024-08-07,2416.3868236459
2024-08-14,2444.50470372019
2024-08-21,2472.38685582747
2024-08-30,2499.74936496048
2024-09-04,2526.30831611198
2024-09-11,2551.78880672123
2024-09-18,2575.95198401366
2024-09-25,2598.61371657399
2024-10-04,2619.77270863821
2024-10-09,2639.47337335507
2024-10-18,2657.76012387334
2024-10-23,2674.69179839235
2024-10-30,2690.38493531361
2024-11-06,2704.98100592989
2024-11-13,2718.66351289685
2024-11-20,2731.62646671086
2024-11-27,2744.06387786828
2024-12-06,2756.16975686548
2024-12-11,2768.13811419883
2024-12-18,2780.1629603647
2024-12-27,2792.4040237069
2025-01-03,2804.78404832773
2025-01-08,2816.79207365167
2025-01-17,2827.81728347194
2025-01-22,2837.27226576287
2025-01-29,2844.67026562535
2025-02-05,2849.57609394929
2025-02-12,2851.56160202658
2025-02-21,2850.19864114907
2025-02-26,2845.05906260866
2025-03-07,2835.71471769721
2025-03-12,2821.73745770661
2025-03-21,2802.84911778388
2025-03-26,2779.37146849669
2025-04-02,2751.77626426785
2025-04-09,2720.56518027077
2025-04-16,2686.35957468109
2025-04-23,2649.81072642506
2025-04-30,2611.5699144289
2025-05-07,2572.28841761886
2025-05-16,2532.61751492116
2025-05-21,2493.20848526203
2025-05-28,2454.69344954123
2025-06-04,2417.62789655257
2025-06-13,2382.54741169148
2025-06-18,2349.89679374621
2025-06-25,2319.76887565455
2025-07-02,2292.16868523465
2025-07-09,2267.10125030469
2025-07-16,2244.57159868281
2025-07-23,2224.58467251919
2025-08-01,2207.14507129206
2025-08-06,2192.25730881168
2025-08-13,2179.92589888829
2025-08-20,2170.17696005837
2025-08-27,2163.09148308716
2025-09-03,2158.64587676173
2025-09-10,2156.78500319305
2025-09-17,2157.45372449212
2025-09-24,2160.58246060586
2025-10-01,2166.04386282501
2025-10-08,2173.69614027627
2025-10-15,2183.39750208633
2025-10-22,2195.00615738188
2025-10-29,2208.38031528962
2025-11-05,2223.35904360522
2025-11-12,2239.70484480022
2025-11-19,2257.16108001515
2025-11-26,2275.47111039052
2025-12-03,2294.37829706685
2025-12-10,2313.62600118466
